Area,Utility Group,Utility,Indicator Category,Indicator Sub Category,Indicator Code,Derived,Indicator Name,Unit,Footnote (2022-2023),2022-2023,2021-2022,2020-2021,2019-2020,2018-2019,2017-2018,2016-2017,2015-2016,2014-2015,2013-2014,2012-2013,2011-2012,2010-2011,2009-2010,2008-2009,2007-2008,2006-2007,2005-2006,2004-2005,2003-2004,2002-2003
Queensland,"Major—100,000+ connected properties",Unitywater,Customers,Total water and wastewater complaints,IC13,Report,Number of water and sewerage complaints,complaints,,981,826,742,461,459,470,424,379,614,758,,,,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Customers,Water interruption frequency,IC17,Report,Number of unplanned interruptions: water supply,interruptions,,18892,17846,13285,16457,18935,17962,17879,17772,22902,20627,,,,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Customers,Restrictions or legal action for non-payment of water bill,IC18,Report,Number of restrictions for non-payment of water bills,restrictions,,287,232,0,108,261,357,331,676,407,187,,0,,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Customers,Restrictions or legal action for non-payment of water bill,IC19,Report,Number of legal actions taken for non-payment of water bills,legal actions,,186,111,147,190,261,191,133,110,241,420,207,67,0,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Customers,Water quality complaints,IC9,Report,Number of water quality complaints: water supply,complaints,,18,12,22,4,11,10,8,12,23,19,,,,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Environment,Comparative wastewater treatment levels,E1,Derived,Percentage of wastewater only treated to a primary level,%,,0.6,5.2,1.5,1,0.1,0.6,0.5,0.4,1.6,0.4,2,1.8,1.3,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Environment,Comparative wastewater treatment levels,E2,Derived,Percentage of wastewater only treated to a secondary level,%,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.6,3.4,3.3,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Environment,Comparative wastewater treatment levels,E3,Derived,Percentage of wastewater treated to a tertiary level,%,,99.2,93.2,98.3,98.8,97.9,98.1,95.4,95.3,98.2,99.4,97.4,94.8,95.4,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Environment,Biosolids reuse,E8,Report,Percentage of biosolids reused,%,,100,100,100,100,100,100,No data,100,,100,,,,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Environment,Net greenhouse gas emissions,E9,Derived,"Net greenhouse gas emissions per 1,000 properties: water supply","t CO2 equivalents/1,000 properties",,11.3,11.9,13.2,13.3,13.5,14.4,No Data,14.6,,17.1,,,,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Environment,Net greenhouse gas emissions,E10,Derived,"Net greenhouse gas emissions per 1,000 properties: wastewater","t CO2 equivalents/1,000 properties",,207.84,258.6,248,228,210.4,193.39,No Data,192.53,,211.74,,,,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Environment,Net greenhouse gas emissions,E11,Derived,"Net greenhouse gas emissions per 1,000 properties: other","t CO2 equivalents/1,000 properties",,7.91,8.53,9.2,10,9.89,10.3,No Data,12.65,,15.72,,,,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Environment,Net greenhouse gas emissions,E12,Derived,"Total net greenhouse gas emissions per 1,000 properties","t CO2 equivalents/1,000 properties",,205.2,252.2,244.6,227.5,212.2,199.1,No Data,199.1,,224.5,,,,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Environment,Comparative wastewater treatment levels,IE1,Report,Volume of wastewater only treated to a primary level,ML,,324.6,3867.9,942.9,563.9,78.9,327.9,254.7,215.2,843.7,170,1160,1089.3,827.4,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Environment,Net greenhouse gas emissions,IE10,Report,Net greenhouse gas emissions: wastewater,t CO2 equivalents,,65430,80556,76337,68880,61989,55991,No data,52409,,55406,,,,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Environment,Net greenhouse gas emissions,IE11,Report,Net greenhouse gas emissions: other,t CO2 equivalents,,2782,2966,3144,3334,3247,3308,No data,3857,,4544,,,,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Environment,Net greenhouse gas emissions,IE12,Derived,Total net greenhouse gas emissions,ML,,72175,87660,84020,76703,69674,63923,No data,60720,,64881,,,,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Environment,Comparative wastewater treatment levels,IE2,Report,Volume of wastewater only treated to a secondary level,ML,,115.5,149.9,111.3,99.8,94.8,109.1,89.2,87,89.4,83.7,324,2005,2155.9,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Environment,Comparative wastewater treatment levels,IE3,Report,Volume of wastewater treated to a tertiary level,ML,,56312.7,69739.2,61108.4,56954.1,56016.5,58039.7,50336.1,50166.1,51587.3,45769.9,55722,56691.7,62069.8,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Environment,Net greenhouse gas emissions,IE9,Report,Net greenhouse gas emissions: water supply,t CO2 equivalents,,3963,4138,4539,4489,4438,4624,No data,4453,,4931,,,,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Finance,Revenue,F1,Report,Total revenue: water supply,$ 000s,,429907.98,460495.643,450238.897,451827.606,450623.848,425474.31,415901.131,402177.972,371858.066,343350.505,330096.203,303015.994,282414.912,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Finance,Revenue,F2,Report,Total revenue: wastewater,$ 000s,,311088.761,335136.929,340188.053,359612.296,370655.986,371506.303,365205.445,371745.748,369081.303,333221.269,329356.992,326423.675,332723.908,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Finance,Revenue,F3,Report,Total income for the utility,$ 000s,,740996.741,795632.573,790426.951,811439.903,821279.833,796980.602,781106.611,773923.72,740939.381,676571.774,654389.461,641492.397,650841.631,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Finance,Revenue,F4,Report,Percentage of residential revenue from usage charges: water supply,%,,66.5,65.7,66.6,66.5,66.1,65.1,No data,62.3,,61.2,57.4,,,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Finance,Revenue,F5,Derived,Revenue per property: water supply,$/property,,1222.11,1324.89,1312.22,1340.45,1372.55,1324.92,1327.72,1318.78,1250.72,1188.14,1167.41,1092.57,1045.97,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Finance,Revenue,F6,Derived,Revenue per property: wastewater,$/property,,988.19,1075.83,1106.22,1188.23,1258.06,1283.15,1299.59,1365.66,1384.77,1273.43,1280.47,1295.19,1348.71,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Finance,Revenue,F7,Derived,Total income per property,$/property,,2106.44,2289.11,2301.1,2407.12,2501.53,2481.8,2493.6,2537.78,2492.84,2341.23,2314.3,2313,2410.49,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Finance,Revenue from community service obligations (CSOs),F8,Derived,Community service obligations ratio,ratio,,0.0078,0.0077,0.008,0.008,0.008,0.0082,0.0084,0,0.0089,0.0097,0.0944,0.056,0.0554,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Finance,Costs,F9,Report,Written-down replacement cost of fixed water supply assets,$ 000s,,1403726,1455250.775,1517405.004,1471373.873,1459255.367,1448049.125,1412401.116,1405184.816,1378912.984,1376766.219,1355273.494,1352680.89,1363653.007,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Finance,Costs,F10,Report,Written-down replacement cost of fixed wastewater assets,$ 000s,,2559362,2661441.307,2647085.802,2599457.43,2532572.713,2522907.831,2640554.012,2602465.966,2586807.877,2537079.225,2395358.769,2327382.863,2264375.333,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Finance,Costs,F11,Derived,Operating cost per property: water supply,$/property,,807.53,838.46,873.65,909.91,883.9,857.44,877.19,831.13,820.29,807.55,733.06,672.28,573.01,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Finance,Costs,F12,Derived,Operating cost per property: wastewater,$/property,,293.6,311.13,302.48,295.35,322.46,325.97,345.33,366.04,377.55,398.69,418.28,490.21,497.82,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Finance,Costs,F13,Report,Combined operating cost per property: water supply and wastewater,$/property,,1070.27,1117.3,1144.79,1174.7,1206.35,1183.41,1187.92,1197.3,1197.84,1206.24,1151.34,1162.49,1070.83,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Finance,Capital Expenditure,F14,Report,Capital expenditure: water supply,$ 000s,,86320.703,58000.644,46213.595,51335.146,28874.688,33692.378,47303.349,41784.043,39929.637,39255.822,38639.732,40708.324,28647.749,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Finance,Capital Expenditure,F15,Report,Capital expenditure: wastewater,$ 000s,,161944.113,115729.549,105908.762,95320.304,84168.178,119066.529,91570.104,64009.83,63927.02,137492.93,147589.54,140327.083,166983.708,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Finance,Capital Expenditure,F16,Derived,Total capital expenditure: water supply and wastewater,$ 000s,,248265,173731,152122,146655,113043,152759,138873,105794,103857,176749,186229,181035,195631,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Finance,Capital Expenditure,F28,Derived,Capital expenditure per property: water supply,$/property,,245.39,166.88,134.52,152.28,87.95,104.91,151.01,137.02,134.32,135.84,136.65,146.78,106.1,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Finance,Capital Expenditure,F29,Derived,Capital expenditure per property: wastewater,$/property,,514.4235,371.5068,344.0063,314.9933,285.6771,411.245,325.8548,235.1488,239.7827,525.438,573.7961,556.7916,676.8777,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Finance,Economic real rate of return,F17,Report,Economic real rate of return: water supply,ratio,,7.8,9.1,7.47,7.6,8.8,8.2,8.8,9.6,7.85,5.99,6.22,6.1,6.4,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Finance,Economic real rate of return,F18,Report,Economic real rate of return: wastewater,ratio,,6,6.4,6.92,8,8.4,8.5,8.3,8.6,8.17,6.84,6.84,6.2,6.3,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Finance,Economic real rate of return,F19,Report,Economic real rate of return: water supply and wastewater,ratio,,6.7,7.4,7.12,7.9,8.5,8.4,8.4,9,8.06,6.54,6.61,6.1,6.4,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Finance,Dividends,F20,Report,Dividends,$ 000s,,65419,43241.907,39337.045,37314.362,40268.38,834.294,43997.207,53211.121,55496.637,60385.592,61089.054,62396.39,60495.012,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Finance,Dividends,F21,Derived,Dividend payout ratio,ratio,,0.476,0.264,0.3,0.2,0.23,0,0.3,0,0.4,0.6,0.7,0.7,0.7,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Finance,Net debt to equity,F22,Report,Net debt to equity ratio,ratio,,64.8,60.4,62.9,67.5,69.6,74.8,80.8,87,94.9,101.9,98.6,94.1,86.7,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Finance,Interest cover,F23,Report,Interest cover ratio,ratio,,4.4,4.8,4.1,4.1,4.2,3.9,3.4,3.4,2.85,2.46,1.9,1.89,2.04,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Finance,Dividends,F24,Report,Net profit after tax (NPAT),$ 000s,,137533,163891.784,154909.039,162890.232,174744.578,139717.941,161618.086,165352.966,135164.06,107591.778,87299.812,83647.668,92283.124,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Finance,Net profit after tax,F30,Derived,Net profit after tax ratio,ratio,,0.1856,0.206,0.2,0.2,0.2128,0.1753,0.2069,0,0.1824,0.159,0.1334,0.1304,0.1418,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Finance,Community service obligations (CSOs),F25,Report,Community service obligations ($),$ 000s,,5784.8,6155.521,6508.666,6502.967,6553.843,6509.694,6566.925,6662.192,6597.085,6579.116,61760.73,35937.419,36049.65,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Finance,Capital works grants,F26,Report,Capital works grants: water supply,$ 000s,,0,0,0,0,Not applicable,Not applicable,0,Not applicable,0,0,0,0,,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Finance,Capital works grants,F27,Report,Capital works grants: wastewater,$ 000s,,0,0,0,0,Not applicable,Not applicable,0,Not applicable,0,0,0,0,,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Finance,Costs,IF11,Report,Operating cost: water supply,$ 000s,,284067.926,291424.648,300101.387,306711.587,290191.921,275350.884,274776.388,253463.449,243775.047,233366.873,207278.596,186451.973,154715.32,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Finance,Costs,IF12,Report,Operating cost: wastewater,$ 000s,,92427.343,96920.339,93134.262,89296.686,95004.99,94376.313,97042.174,99638.852,100552.82,104327.166,107588.442,123547.034,122810.251,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Public Health,Water quality compliance,H1,Report,Water quality guidelines,provided as text,,ADWG,ADWG,ADWG,ADWG,ADWG,ADWG,No data,ADWG,,ADWG,ADWG,ADWG,ADWG 2004,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Public Health,Water quality compliance,H3,Report,Percentage of population where microbiological compliance was achieved,%,,100,100,100,100,100,100,No data,100,,100,100,100,100,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Public Health,Water quality compliance,H4,Report,Number of zones where chemical compliance was achieved,zones,,4,4,4,4,5,5,No data,45417,,14 of 14,14/14,10 of 10,10 of 10,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Public Health,Water quality compliance,H4a,Report,Total number of zones,zones,,4,4,4,4,5,5,,,,,,,,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Public Health,Water quality compliance,H5,Report,Risk-based drinking water management plan externally assessed,yes/no,,yes,yes,yes,yes,yes,yes,No data,Yes,,Yes,N,No,No,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Pricing,Residential tariff structure,P1,Report,Tariff structure: water supply,provided as text,,Two part tariff with inclining block tariff for volumetric,Two part tariff with inclining block tariff for volumetric,Two part tariff with inclining block tariff for volumetric,Two part tariff with inclining block tariff for volumetric,Two part tariff with inclining block tariff for volumetric,Two part tariff with inclining block tariff for volumetric,Two part tariff with inclining block tariff for volumetric,Two part tariff with inclining block tariff for volumetric,Two part tariff with inclining block tariff for volumetric,Two part tariff with inclining block tariff for volumetric,Two part tariff with inclining block tariff for volumetric,Two part tariff with inclining block tariff for volumetric,Two part inclining block tarriff,,,,,,,,
Queensland,"Major—100,000+ connected properties",Unitywater,Pricing,Residential tariff structure,P1.2,Report,Fixed charge: water supply,$,,297.62,318.83,333.15,334.23,332.57,332.66,332.44,333.19,336.97,331.22,376.42,368.91,449.01,,,,,,,,
